2.898938974456874096e+00,4.225193297698305095e+00,0.000000000000000000e+00
2.876917109884020718e+00,6.833347133441471932e+00,0.000000000000000000e+00
3.699809596226424802e+00,6.610065883132647535e+00,0.000000000000000000e+00
3.785660259543297101e+00,6.100092064658589663e+00,0.000000000000000000e+00
2.532389209675113939e+00,3.913402241481632515e+00,0.000000000000000000e+00
3.685780691994239966e+00,5.630642945310976089e+00,0.000000000000000000e+00
8.071212587042564390e-01,3.482102696379923756e+00,0.000000000000000000e+00
2.337814856739704350e+00,4.175470869253292250e+00,0.000000000000000000e+00
-1.987420326151747574e-01,1.921019345929526168e+00,0.000000000000000000e+00
3.249124887154968722e+00,8.139407444252279689e+00,0.000000000000000000e+00
1.882521023646632319e+00,4.870597690295525695e+00,0.000000000000000000e+00
7.630235003575434050e-01,3.768624662327365815e+00,0.000000000000000000e+00
2.710303274643800719e+00,5.772341158350033474e+00,0.000000000000000000e+00
2.635728792639592033e+00,6.039342536669446204e+00,0.000000000000000000e+00
4.650826339834779333e-02,4.459422044940141383e+00,0.000000000000000000e+00
3.914401763319727223e+00,5.665106989578344354e+00,0.000000000000000000e+00
3.518925021615362247e+00,4.924251244660408311e+00,0.000000000000000000e+00
2.849083366793016658e+00,3.650948879153660620e+00,0.000000000000000000e+00
1.158600252963901234e+00,5.454632491406967709e+00,0.000000000000000000e+00
5.120493764673383907e-02,4.671226016011930326e+00,0.000000000000000000e+00
1.000552614109121663e+00,5.167105734555899055e+00,0.000000000000000000e+00
1.466972113105049935e+00,3.140325092408349672e+00,0.000000000000000000e+00
4.541563097337494526e+00,6.742543445522970913e+00,0.000000000000000000e+00
2.172635938177388315e+00,6.271253150635607732e+00,0.000000000000000000e+00
1.114109849192716384e+00,4.611506189035643466e+00,0.000000000000000000e+00
7.664121652962565534e-01,7.079139581299012995e+00,0.000000000000000000e+00
1.505714985268141515e+00,5.458018953271613682e+00,0.000000000000000000e+00
1.538034247112465058e+00,2.851183905545576103e+00,0.000000000000000000e+00
2.821397476708559005e+00,6.019499845586336662e+00,0.000000000000000000e+00
2.989494331898596702e+00,4.495480081512325476e+00,0.000000000000000000e+00
1.855615692331356037e+00,5.548613169881678076e+00,0.000000000000000000e+00
5.106372591779132719e+00,7.038820944274293723e+00,0.000000000000000000e+00
3.580497769459256574e-02,2.681444746038061488e+00,0.000000000000000000e+00
1.374382367336635768e+00,3.189083802385002109e+00,0.000000000000000000e+00
-5.812147923930881532e-01,4.156643770991887976e+00,0.000000000000000000e+00
1.101813862927359056e+00,3.930914710684310531e+00,0.000000000000000000e+00
1.562676017806827744e-01,3.728702439610133368e+00,0.000000000000000000e+00
4.760016612894935051e+00,7.551265461156641656e+00,0.000000000000000000e+00
-8.831290001304132886e-01,4.929691367626087839e+00,0.000000000000000000e+00
2.203069050335254353e+00,4.658690135565784374e+00,0.000000000000000000e+00
1.191536934530188496e-01,6.130264753040911785e+00,0.000000000000000000e+00
3.516042402275095125e+00,4.208745212409604974e+00,0.000000000000000000e+00
1.346775541499838802e+00,4.227053100659358797e+00,0.000000000000000000e+00
2.626548683460286249e+00,4.473726040247764324e+00,0.000000000000000000e+00
7.525967226438625701e-01,4.345049679185000180e+00,0.000000000000000000e+00
2.214368184815498797e+00,5.172076160894884644e+00,0.000000000000000000e+00
1.958773402700069610e+00,3.275754561186810410e+00,0.000000000000000000e+00
2.480087596330426081e+00,5.809811188154562878e+00,0.000000000000000000e+00
2.360434149232055301e+00,6.053838077367236004e+00,0.000000000000000000e+00
3.429717864980439401e+00,6.185004812134368812e+00,0.000000000000000000e+00
2.295812529290459647e+00,3.149955771212511024e+00,0.000000000000000000e+00
2.516754918341413738e+00,3.895061582377415732e+00,0.000000000000000000e+00
-1.469925557907489466e+00,2.596369555293160936e+00,0.000000000000000000e+00
-2.756589519360215235e-01,3.909705683558090783e+00,0.000000000000000000e+00
5.052514227588223328e+00,8.106403767768362911e+00,0.000000000000000000e+00
